37.139.53.88 - - [01/May/2024:06:48:56 -0700] "GET / HTTP/1.0" 200 89568 "-" "Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.100 Safari/537.36"
85.192.40.160 - - [12/May/2024:05:23:47 -0700] "GET / HTTP/1.0" 200 89568 "https://www.rndsquared.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.6099.71 Safari/537.36"
85.192.40.160 - - [12/May/2024:05:23:48 -0700] "POST / HTTP/1.0" 200 89568 "https://www.rndsquared.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.6099.71 Safari/537.36"
103.212.98.210 - - [12/May/2024:06:53:36 -0700] "GET /js/elfinder/php/connector.minimal.php HTTP/1.1" 301 272 "-" "ALittle Client"
103.212.98.210 - - [12/May/2024:06:53:49 -0700] "GET /js/elfinder/php/connector.minimal.php HTTP/1.1" 404 235 "-" "ALittle Client"
194.38.23.16 - - [12/May/2024:07:53:58 -0700] "GET /index.php?option=com_collector&view=filelist&tmpl=component&folder=&type=1 HTTP/1.1" 301 325 "-" "ALittle Client"
194.38.23.16 - - [12/May/2024:07:53:58 -0700] "GET /administrator/components/com_facileforms/libraries/jquery/tooltip.js HTTP/1.1" 301 303 "-" "ALittle Client"
194.38.23.16 - - [12/May/2024:07:53:59 -0700] "GET /components/com_jbcatalog/libraries/jsupload/server/php/index.php?file=tf2rghf.jpg HTTP/1.1" 301 316 "-" "ALittle Client"
194.38.23.16 - - [12/May/2024:07:54:21 -0700] "GET /index.php?option=com_collector&view=filelist&tmpl=component&folder=&type=1 HTTP/1.1" 404 207 "-" "ALittle Client"
194.38.23.16 - - [12/May/2024:07:54:21 -0700] "GET /components/com_jbcatalog/libraries/jsupload/server/php/index.php?file=tf2rghf.jpg HTTP/1.1" 404 262 "-" "ALittle Client"
194.38.23.16 - - [12/May/2024:07:54:22 -0700] "GET /administrator/components/com_facileforms/libraries/jquery/tooltip.js HTTP/1.1" 404 266 "-" "ALittle Client"
82.209.106.152 - - [12/May/2024:08:19:04 -0700] "GET / HTTP/1.0" 301 235 "-" "Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.100 Safari/537.36"
82.209.106.152 - - [12/May/2024:08:19:05 -0700] "GET / HTTP/1.0" 200 89568 "-" "Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.100 Safari/537.36"
62.72.46.177 - - [12/May/2024:08:50:29 -0700] "GET /wp-pano.php HTTP/1.1" 301 246 "-" "Mozilla/5.0 (Linux x86_64; rv:79.0) Gecko/20100101 Firefox/79.0"
62.72.46.177 - - [12/May/2024:08:50:29 -0700] "GET /wp-head.php HTTP/1.1" 301 246 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36"
62.72.46.177 - - [12/May/2024:08:50:29 -0700] "GET /themes.php HTTP/1.1" 301 245 "-" "Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:79.0) Gecko/20100101 Firefox/79.0"
62.72.46.177 - - [12/May/2024:08:50:29 -0700] "GET /xl2023.php HTTP/1.1" 301 245 "-" "Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"
62.72.46.177 - - [12/May/2024:08:50:29 -0700] "GET /class.api.php HTTP/1.1" 301 248 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"
62.72.46.177 - - [12/May/2024:08:50:30 -0700] "GET /nf_tracking.php HTTP/1.1" 301 250 "-" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36"
62.72.46.177 - - [12/May/2024:08:50:30 -0700] "GET /wp-apxupx.php?apx=upx HTTP/1.1" 301 256 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:71.0) Gecko/20100101 Firefox/71.0"
62.72.46.177 - - [12/May/2024:08:50:30 -0700] "GET /wp-content/plugins/core/include.php HTTP/1.1" 301 270 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"
62.72.46.177 - - [12/May/2024:08:50:30 -0700] "GET /wp-content/plugins/dummyyummy/wp-signup.php HTTP/1.1" 301 278 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.3"
62.72.46.177 - - [12/May/2024:08:50:31 -0700] "GET /chosen.php HTTP/1.1" 301 245 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.88 Safari/537.36"
62.72.46.177 - - [12/May/2024:08:50:31 -0700] "GET /simple.php HTTP/1.1" 301 245 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36 OPR/70.0.3728.95"
62.72.46.177 - - [12/May/2024:08:50:31 -0700] "GET /wp-content/themes/jaida/lang.php HTTP/1.1" 301 267 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"
62.72.46.177 - - [12/May/2024:08:50:31 -0700] "GET /wp-content/themes/travel/issue.php HTTP/1.1" 301 269 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0"
62.72.46.177 - - [12/May/2024:08:50:31 -0700] "GET /wp-content/plugins/wp-help/mini.php HTTP/1.1" 301 270 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.97 Safari/537.36"
62.72.46.177 - - [12/May/2024:08:50:32 -0700] "GET /wp-content/plugins/root-file-manager/wp-file.php HTTP/1.1" 301 283 "-" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36"
62.72.46.177 - - [12/May/2024:08:50:32 -0700] "GET /wp-content/plugins/ph-file-manager/wp-file.php HTTP/1.1" 301 281 "-" "Mozilla/5.0 (X11; Linux i686; rv:79.0) Gecko/20100101 Firefox/79.0"
62.72.46.177 - - [12/May/2024:08:50:32 -0700] "GET /wp-content/plugins/fix/up.php HTTP/1.1" 301 264 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"
62.72.46.177 - - [12/May/2024:08:50:32 -0700] "GET /wp-content/plugins/pwnd/pwnd.php HTTP/1.1" 301 267 "-" "Mozilla/5.0 (Windows NT 6.3; Win64; x64; rv:73.0) Gecko/20100101 Firefox/73.0"
62.72.46.177 - - [12/May/2024:08:50:33 -0700] "GET /wp-content/plugins/shell/about.php HTTP/1.1" 301 269 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36 OPR/70.0.3728.95"
62.72.46.177 - - [12/May/2024:08:50:33 -0700] "GET /wp-login.php HTTP/1.1" 301 247 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0"
62.72.46.177 - - [12/May/2024:08:50:33 -0700] "GET /install.php HTTP/1.1" 301 246 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0"
62.72.46.177 - - [12/May/2024:08:50:33 -0700] "GET /fw.php HTTP/1.1" 301 241 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:79.0) Gecko/20100101 Firefox/79.0"
62.72.46.177 - - [12/May/2024:08:50:34 -0700] "GET /alfanew.php HTTP/1.1" 301 246 "-" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
62.72.46.177 - - [12/May/2024:08:50:34 -0700] "GET /wp-atom.php HTTP/1.1" 301 246 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
62.72.46.177 - - [12/May/2024:08:50:34 -0700] "GET /wso112233.php HTTP/1.1" 301 248 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.100 Safari/537.36"
62.72.46.177 - - [12/May/2024:08:50:34 -0700] "GET /wp-sigunq.php HTTP/1.1" 301 248 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0"
62.72.46.177 - - [12/May/2024:08:50:34 -0700] "GET /makeasmtp.php HTTP/1.1" 301 248 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.79 Safari/537.36"
62.72.46.177 - - [12/May/2024:08:50:35 -0700] "GET /dropdown.php HTTP/1.1" 301 247 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:71.0) Gecko/20100101 Firefox/71.0"
62.72.46.177 - - [12/May/2024:08:50:35 -0700] "GET /ws.php HTTP/1.1" 301 241 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.97 Safari/537.36"
62.72.46.177 - - [12/May/2024:08:50:35 -0700] "GET /shell.php HTTP/1.1" 301 244 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.79 Safari/537.36"
62.72.46.177 - - [12/May/2024:08:50:35 -0700] "GET /as.php HTTP/1.1" 301 241 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0"
62.72.46.177 - - [12/May/2024:08:50:36 -0700] "GET /ini.php HTTP/1.1" 301 242 "-" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
62.72.46.177 - - [12/May/2024:08:50:36 -0700] "GET /blog.php HTTP/1.1" 301 243 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36 OPR/70.0.3728.95"
62.72.46.177 - - [12/May/2024:08:50:36 -0700] "GET /moon.php HTTP/1.1" 301 243 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
62.72.46.177 - - [12/May/2024:08:50:37 -0700] "GET /ae.php HTTP/1.1" 301 241 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:67.0) Gecko/20100101 Firefox/67.0"
62.72.46.177 - - [12/May/2024:08:50:37 -0700] "GET /xmrlpc.php HTTP/1.1" 301 245 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:67.0) Gecko/20100101 Firefox/67.0"
62.72.46.177 - - [12/May/2024:08:50:37 -0700] "GET /plugins.php HTTP/1.1" 301 246 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:77.0) Gecko/20100101 Firefox/77.0"
62.72.46.177 - - [12/May/2024:08:50:37 -0700] "GET /radio.php HTTP/1.1" 301 244 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:73.0) Gecko/20100101 Firefox/73.0"
62.72.46.177 - - [12/May/2024:08:50:38 -0700] "GET /updates.php HTTP/1.1" 301 246 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:71.0) Gecko/20100101 Firefox/71.0"
62.72.46.177 - - [12/May/2024:08:50:38 -0700] "GET /404.php HTTP/1.1" 301 242 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:66.0) Gecko/20100101 Firefox/66.0"
62.72.46.177 - - [12/May/2024:08:50:38 -0700] "GET /wp-activate.php HTTP/1.1" 301 250 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:73.0) Gecko/20100101 Firefox/73.0"
62.72.46.177 - - [12/May/2024:08:50:38 -0700] "GET /bypass.php HTTP/1.1" 301 245 "-" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.3"
62.72.46.177 - - [12/May/2024:08:50:39 -0700] "GET /wp-conflg.php HTTP/1.1" 301 248 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.100 Safari/537.36"
62.72.46.177 - - [12/May/2024:08:50:39 -0700] "GET /wp.php HTTP/1.1" 301 241 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0"
62.72.46.177 - - [12/May/2024:08:50:39 -0700] "GET /upfile.php HTTP/1.1" 301 245 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.3"
62.72.46.177 - - [12/May/2024:08:50:40 -0700] "GET /content.php HTTP/1.1" 301 246 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.79 Safari/537.36"
62.72.46.177 - - [12/May/2024:08:50:40 -0700] "GET /bak.php HTTP/1.1" 301 242 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.88 Safari/537.36"
62.72.46.177 - - [12/May/2024:08:50:40 -0700] "GET /doc.php HTTP/1.1" 301 242 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.125 Safari/537.36"
62.72.46.177 - - [12/May/2024:08:50:40 -0700] "GET /lufix.php HTTP/1.1" 301 244 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36 OPR/70.0.3728.95"
62.72.46.177 - - [12/May/2024:08:50:41 -0700] "GET /mail.php HTTP/1.1" 301 243 "-" "Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Safari/537.36"
62.72.46.177 - - [12/May/2024:08:50:41 -0700] "GET /index.php HTTP/1.1" 301 244 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.3"
62.72.46.177 - - [12/May/2024:08:50:41 -0700] "GET /log.php HTTP/1.1" 301 242 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.61 Safari/537.36"
62.72.46.177 - - [12/May/2024:08:50:41 -0700] "GET /css.php HTTP/1.1" 301 242 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36 OPR/70.0.3728.95"
62.72.46.177 - - [12/May/2024:08:50:41 -0700] "GET /wp-2019.php HTTP/1.1" 301 246 "-" "Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"
62.72.46.177 - - [12/May/2024:08:50:42 -0700] "GET /about.php HTTP/1.1" 301 244 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36 OPR/70.0.3728.95"
62.72.46.177 - - [12/May/2024:08:50:42 -0700] "GET /admin.php HTTP/1.1" 301 244 "-" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.3"
62.72.46.177 - - [12/May/2024:08:50:42 -0700] "GET /repeater.php HTTP/1.1" 301 247 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.125 Safari/537.36"
62.72.46.177 - - [12/May/2024:08:50:42 -0700] "GET /.well-known/index.php HTTP/1.1" 404 219 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36"
62.72.46.177 - - [12/May/2024:08:50:43 -0700] "GET /.well-known/acme-challenge/index.php HTTP/1.1" 404 234 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.90 Safari/537.36"
62.72.46.177 - - [12/May/2024:08:50:43 -0700] "GET /wp-admin/shapes.php HTTP/1.1" 301 254 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36"
62.72.46.177 - - [12/May/2024:08:50:43 -0700] "GET /XxX.php HTTP/1.1" 301 242 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.90 Safari/537.36"
62.72.46.177 - - [12/May/2024:08:50:43 -0700] "GET /Marvins.php HTTP/1.1" 301 246 "-" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.3"
62.72.46.177 - - [12/May/2024:08:50:44 -0700] "GET /wp-includes/css/modules.php HTTP/1.1" 301 262 "-" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.3"
62.72.46.177 - - [12/May/2024:08:50:44 -0700] "GET /images/ HTTP/1.1" 301 242 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:67.0) Gecko/20100101 Firefox/67.0"
62.72.46.177 - - [12/May/2024:08:50:44 -0700] "GET /uploads/ HTTP/1.1" 301 243 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"
62.72.46.177 - - [12/May/2024:08:50:44 -0700] "GET /assets/ HTTP/1.1" 301 242 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0"
62.72.46.177 - - [12/May/2024:08:50:44 -0700] "GET /ALFA_DATA/ HTTP/1.1" 301 245 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Safari/537.36"
62.72.46.177 - - [12/May/2024:08:50:45 -0700] "GET /ALFA_DATA/alfacgiapi/ HTTP/1.1" 301 256 "-" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"
62.72.46.177 - - [12/May/2024:08:50:45 -0700] "GET /wordpress/ HTTP/1.1" 301 245 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36"
62.72.46.177 - - [12/May/2024:08:50:45 -0700] "GET /site/ HTTP/1.1" 301 240 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36 OPR/70.0.3728.95"
62.72.46.177 - - [12/May/2024:08:50:45 -0700] "GET /js/ HTTP/1.1" 301 238 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"
62.72.46.177 - - [12/May/2024:08:50:46 -0700] "GET /wp-includes/js/tinymce/plugins/compat3x/css/ HTTP/1.1" 301 279 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36 OPR/70.0.3728.95"
62.72.46.177 - - [12/May/2024:08:50:46 -0700] "GET /wp-includes/js/tinymce/ HTTP/1.1" 301 258 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.90 Safari/537.36"
62.72.46.177 - - [12/May/2024:08:50:46 -0700] "GET /wp-includes/Text/ HTTP/1.1" 301 252 "-" "Mozilla/5.0 (X11; Linux i686; rv:79.0) Gecko/20100101 Firefox/79.0"
62.72.46.177 - - [12/May/2024:08:50:46 -0700] "GET /wp-includes/rest-api/ HTTP/1.1" 301 256 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:79.0) Gecko/20100101 Firefox/79.0"
62.72.46.177 - - [12/May/2024:08:50:47 -0700] "GET /wp-includes/js/ HTTP/1.1" 301 250 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Safari/537.36"
62.72.46.177 - - [12/May/2024:08:50:47 -0700] "GET /wp-includes/js/tinymce/plugins/compat3x/ HTTP/1.1" 301 275 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36"
62.72.46.177 - - [12/May/2024:08:50:47 -0700] "GET /wp-content/plugins/Cache/ HTTP/1.1" 301 260 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"
62.72.46.177 - - [12/May/2024:08:50:47 -0700] "GET /css/ HTTP/1.1" 301 239 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"
62.72.46.177 - - [12/May/2024:08:50:47 -0700] "GET /cgi-bin/cgi-bin/ HTTP/1.1" 301 251 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.90 Safari/537.36"
62.72.46.177 - - [12/May/2024:08:50:48 -0700] "GET /cgi-bin/ HTTP/1.1" 301 243 "-" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36"
62.72.46.177 - - [12/May/2024:08:50:48 -0700] "GET /.wp-cli/ HTTP/1.1" 301 243 "-" "Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:79.0) Gecko/20100101 Firefox/79.0"
62.72.46.177 - - [12/May/2024:08:50:48 -0700] "GET /.well-known/pki-validation/ HTTP/1.1" 404 225 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36 OPR/70.0.3728.95"
62.72.46.177 - - [12/May/2024:08:50:48 -0700] "GET /wp-admin/css/colors/coffee/ HTTP/1.1" 301 262 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"
62.72.46.177 - - [12/May/2024:08:50:49 -0700] "GET /wp-content/ HTTP/1.1" 301 246 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:79.0) Gecko/20100101 Firefox/79.0"
62.72.46.177 - - [12/May/2024:08:50:49 -0700] "GET /wp-admin/js/ HTTP/1.1" 301 247 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36 OPR/70.0.3728.95"
62.72.46.177 - - [12/May/2024:08:50:49 -0700] "GET /wp-admin/ HTTP/1.1" 301 244 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0"
62.72.46.177 - - [12/May/2024:08:50:49 -0700] "GET /wp-includes/ HTTP/1.1" 301 247 "-" "Mozilla/5.0 (Windows NT 6.3; Win64; x64; rv:73.0) Gecko/20100101 Firefox/73.0"
62.72.46.177 - - [12/May/2024:08:50:49 -0700] "GET /wp-content/upgrade/ HTTP/1.1" 301 254 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36"
62.72.46.177 - - [12/May/2024:08:50:50 -0700] "GET /wp-content/dir/ HTTP/1.1" 301 250 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36"
62.72.46.177 - - [12/May/2024:08:50:50 -0700] "GET /wp-content/fonts/ HTTP/1.1" 301 252 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"
62.72.46.177 - - [12/May/2024:08:50:50 -0700] "GET /wp-content/languages/ HTTP/1.1" 301 256 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"
62.72.46.177 - - [12/May/2024:08:50:50 -0700] "GET /wp-content/plugins/ HTTP/1.1" 301 254 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
62.72.46.177 - - [12/May/2024:08:50:51 -0700] "GET /wp-content/themes/ HTTP/1.1" 301 253 "-" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
62.72.46.177 - - [12/May/2024:08:50:51 -0700] "GET /wp-content/upgrade/ HTTP/1.1" 301 254 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:71.0) Gecko/20100101 Firefox/71.0"
62.72.46.177 - - [12/May/2024:08:50:51 -0700] "GET /wp-includes/ID3/ HTTP/1.1" 301 251 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"
62.72.46.177 - - [12/May/2024:08:50:51 -0700] "GET /wp-content/css/ HTTP/1.1" 301 250 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
62.72.46.177 - - [12/May/2024:08:50:52 -0700] "GET /wp-content/ALFA_DATA/alfacgiapi/ HTTP/1.1" 301 267 "-" "Mozilla/5.0 (Windows NT 6.3; Win64; x64; rv:73.0) Gecko/20100101 Firefox/73.0"
